BioGRID Interaction ID,Entrez Gene Interactor A,Entrez Gene Interactor B,BioGRID ID Interactor A,BioGRID ID Interactor B,Systematic Name Interactor A,Systematic Name Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Synonyms Interactor A,Synonyms Interactor B,Experimental System,Experimental System Type,Author,Pubmed ID,Organism Interactor A,Organism Interactor B,Throughput,Score,Modification,Phenotypes,Qualifications,Tags,Source Database
3678438,8969,3017,114459,109270,-,-,HIST1H2AG,HIST1H2BD,H2A.1b|H2A/p|H2AFP|H2AG|pH2A/f,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
3678590,8347,8350,113943,113946,-,-,HIST1H2BC,HIST1H3A,H2B.1|H2B/l|H2BFL|dJ221C16.3,H3/A|H3FA,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
3679551,3017,8350,109270,113946,-,-,HIST1H2BD,HIST1H3A,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H3/A|H3FA,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
3680327,8969,85235,114459,124438,-,-,HIST1H2AG,HIST1H2AH,H2A.1b|H2A/p|H2AFP|H2AG|pH2A/f,H2A/S|H2AFALii|H2AH|dJ86C11.1,Cross-Linking-MS (XL-MS),physical,Wheat A (2021),34349018,9606,9606,High Throughput,-,-,-,"In vivo cross-linking-mass spectrometry (XL-MS) was carried out in HEK-293 cells using the cross-linking reagent Alkyne-A-DSBSO (Azide/Alkyne-tagged, acid-cleavable disuccinimidyl bissulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR < 1%.",-,BIOGRID
3682612,8347,3017,113943,109270,-,-,HIST1H2BC,HIST1H2BD,H2B.1|H2B/l|H2BFL|dJ221C16.3,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Cross-Linking-MS (XL-MS),physical,Jiao F (2022),35235311,9606,9606,High Throughput,-,-,-,In vitro cross-linking-mass spectrometry (XL-MS) was carried out using HEK-293 cell lysates and the cross-linking reagent DSSO (disuccinimidyl sulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR =&lt; 0.3%.,-,BIOGRID
3682912,8969,8347,114459,113943,-,-,HIST1H2AG,HIST1H2BC,H2A.1b|H2A/p|H2AFP|H2AG|pH2A/f,H2B.1|H2B/l|H2BFL|dJ221C16.3,Cross-Linking-MS (XL-MS),physical,Jiao F (2022),35235311,9606,9606,High Throughput,-,-,-,In vitro cross-linking-mass spectrometry (XL-MS) was carried out using HEK-293 cell lysates and the cross-linking reagent DSSO (disuccinimidyl sulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR =&lt; 0.3%.,-,BIOGRID
3682914,3017,8350,109270,113946,-,-,HIST1H2BD,HIST1H3A,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H3/A|H3FA,Cross-Linking-MS (XL-MS),physical,Jiao F (2022),35235311,9606,9606,High Throughput,-,-,-,In vitro cross-linking-mass spectrometry (XL-MS) was carried out using HEK-293 cell lysates and the cross-linking reagent DSSO (disuccinimidyl sulfoxide). High confidence protein interactions were identified based on cross-linked peptides having an FDR =&lt; 0.3%.,-,BIOGRID
3719694,8350,85235,113946,124438,-,-,HIST1H3A,HIST1H2AH,H3/A|H3FA,H2A/S|H2AFALii|H2AH|dJ86C11.1,Cross-Linking-MS (XL-MS),physical,Gao H (2022),35575683,9606,9606,High Throughput,-,-,-,High confidence crosslinked peptides were identified with the FDR set to 0.01 at the peptide-spectrum matches (PSM) level and PSMs >= 2.|MS non-cleavable crosslinker of bis(succinimidyl) with propargyl tag (BSP),-,BIOGRID
3719712,3017,8350,109270,113946,-,-,HIST1H2BD,HIST1H3A,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H3/A|H3FA,Cross-Linking-MS (XL-MS),physical,Gao H (2022),35575683,9606,9606,High Throughput,-,-,-,High confidence crosslinked peptides were identified with the FDR set to 0.01 at the peptide-spectrum matches (PSM) level and PSMs >= 2.|MS non-cleavable crosslinker of bis(succinimidyl) with propargyl tag (BSP),-,BIOGRID
3721485,3017,85235,109270,124438,-,-,HIST1H2BD,HIST1H2AH,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,H2A/S|H2AFALii|H2AH|dJ86C11.1,Cross-Linking-MS (XL-MS),physical,Gao H (2022),35575683,9606,9606,High Throughput,-,-,-,High confidence crosslinked peptides were identified with the FDR set to 0.01 at the peptide-spectrum matches (PSM) level and PSMs >= 2.|MS non-cleavable crosslinker of bis(succinimidyl) with propargyl tag (BSP),-,BIOGRID
3729982,85235,8347,124438,113943,-,-,HIST1H2AH,HIST1H2BC,H2A/S|H2AFALii|H2AH|dJ86C11.1,H2B.1|H2B/l|H2BFL|dJ221C16.3,Cross-Linking-MS (XL-MS),physical,Kaake RM (2014),25253489,9606,9606,High Throughput,-,-,-,In Vivo Azide-A-DSBSO Cross-linking of HEK 293 Cells,-,BIOGRID
3729998,8347,85235,113943,124438,-,-,HIST1H2BC,HIST1H2AH,H2B.1|H2B/l|H2BFL|dJ221C16.3,H2A/S|H2AFALii|H2AH|dJ86C11.1,Cross-Linking-MS (XL-MS),physical,Kaake RM (2014),25253489,9606,9606,High Throughput,-,-,-,In Vivo Azide-A-DSBSO Cross-linking of HEK 293 Cells,-,BIOGRID
3744633,8350,3017,113946,109270,-,-,HIST1H3A,HIST1H2BD,H3/A|H3FA,H2B.1B|H2B/b|H2BFB|HIRIP2|dJ221C16.6,Cross-Linking-MS (XL-MS),physical,Jiao F (2024),38334954,9606,9606,High Throughput,-,-,-,Basal subtype|DSBSO-based XL-MS to identify protein interactions in  breast cancer patient-derived xenograft (PDX) model.|High confidence protein interactions had an FDR of 1.8%.,-,BIOGRID
3167017,55687,79613,120814,122747,-,-,TRMU,TANGO6,MTO2|MTU1|TRMT|TRMT1|TRNT1,TMCO7,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.928859315,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.928859315, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
796025,8358,9555,113954,114927,-,-,HIST1H3B,H2AFY,H3/l|H3FL,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Affinity Capture-MS,physical,Foltz DR (2006),16622419,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
796036,8358,8353,113954,113949,-,RP1-34B20.8,HIST1H3B,HIST1H3E,H3/l|H3FL,H3.1|H3/d|H3FD,Affinity Capture-MS,physical,Foltz DR (2006),16622419,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
948562,8350,9555,113946,114927,-,-,HIST1H3A,H2AFY,H3/A|H3FA,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Co-localization,physical,Soldi M (2013),23319141,9606,9606,Low Throughput,-,-,-,ChIP analysis; common variant associated with trimethylated H3 in H3K9me3 ChIPs,-,BIOGRID
1505328,9555,8350,114927,113946,-,-,H2AFY,HIST1H3A,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,H3/A|H3FA,Affinity Capture-MS,physical,Sarma K (2014),25417162,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
2254727,8350,8968,113946,114458,-,-,HIST1H3A,HIST1H3F,H3/A|H3FA,H3/i|H3FI,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.932287735,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.932287735, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
2255770,8350,9555,113946,114927,-,-,HIST1H3A,H2AFY,H3/A|H3FA,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.92501495,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.92501495, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
2950226,8350,9555,113946,114927,-,-,HIST1H3A,H2AFY,H3/A|H3FA,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Affinity Capture-MS,physical,Marcon E (2014),24981860,9606,9606,High Throughput,13.21161073,-,-,Affinity Capture MS carried out to identify high confidence protein interactions with a iHGSCore < 11,-,BIOGRID
2990242,8350,9555,113946,114927,-,-,HIST1H3A,H2AFY,H3/A|H3FA,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Proximity Label-MS,physical,Go CD (2021),34079125,9606,9606,High Throughput,9.24,-,-,BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.,-,BIOGRID
3075945,8968,9555,114458,114927,-,-,HIST1H3F,H2AFY,H3/i|H3FI,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.983064158,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.983064158, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3092126,8354,8968,113950,114458,RP1-193B12.1,-,HIST1H3I,HIST1H3F,H3.f|H3/f|H3FF,H3/i|H3FI,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.890770209,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.890770209, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3095703,8354,9555,113950,114927,RP1-193B12.1,-,HIST1H3I,H2AFY,H3.f|H3/f|H3FF,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.975356377,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.975356377, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3096693,8356,9555,113952,114927,-,-,HIST1H3J,H2AFY,H3/j|H3FJ,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.989650757,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.989650757, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3111930,8350,9555,113946,114927,-,-,HIST1H3A,H2AFY,H3/A|H3FA,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.865426184,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.865426184, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3129825,8358,9555,113954,114927,-,-,HIST1H3B,H2AFY,H3/l|H3FL,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.999811397,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.999811397, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3142855,8353,9555,113949,114927,RP1-34B20.8,-,HIST1H3E,H2AFY,H3.1|H3/d|H3FD,H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.954885333,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.954885333, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3675146,23522,8350,117069,113946,-,-,KAT6B,HIST1H3A,GTPTS|MORF|MOZ2|MYST4|ZC2HC6B|qkf|querkopf,H3/A|H3FA,Biochemical Activity,physical,Becht DC (2023),36754959,9606,9606,Low Throughput,-,Acetylation,-,-,-,BIOGRID
2745388,729233,122183,609637,125761,-,-,PRR20B,PRR20A,-,PRR20,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745392,729233,729240,609637,609643,-,-,PRR20B,PRR20C,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745393,729233,729250,609637,609653,-,-,PRR20B,PRR20E,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745399,122183,729240,125761,609643,-,-,PRR20A,PRR20C,PRR20,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745400,122183,729250,125761,609653,-,-,PRR20A,PRR20E,PRR20,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745754,729240,729250,609643,609653,-,-,PRR20C,PRR20E,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
796036,8358,8353,113954,113949,-,RP1-34B20.8,HIST1H3B,HIST1H3E,H3/l|H3FL,H3.1|H3/d|H3FD,Affinity Capture-MS,physical,Foltz DR (2006),16622419,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
2254727,8350,8968,113946,114458,-,-,HIST1H3A,HIST1H3F,H3/A|H3FA,H3/i|H3FI,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,0.932287735,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 0.932287735, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
2556686,8350,400506,113946,134613,-,-,HIST1H3A,KNOP1,H3/A|H3FA,101F10.1|C16orf88|FAM191A|TSG118,Proximity Label-MS,physical,Liu X (2018),29568061,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2990259,8350,400506,113946,134613,-,-,HIST1H3A,KNOP1,H3/A|H3FA,101F10.1|C16orf88|FAM191A|TSG118,Proximity Label-MS,physical,Go CD (2021),34079125,9606,9606,High Throughput,17.78,-,-,BioID|SAINTexpress (v.3.6.1) was used to identify proximity interactions and those with a Bayesian FDR =< 0.01 were considered high confidence. The score represents the fold change of the average spectral count in sample replicates relative to the average in control replicates.,-,BIOGRID
3092126,8354,8968,113950,114458,RP1-193B12.1,-,HIST1H3I,HIST1H3F,H3.f|H3/f|H3FF,H3/i|H3FI,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.890770209,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.890770209, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3128087,6431,400506,112329,134613,-,-,SRSF6,KNOP1,B52|HEL-S-91|SFRS6|SRP55,101F10.1|C16orf88|FAM191A|TSG118,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.971357882,-,-,"BioPlex 3.0 HEK 293T cells CompPASS score = 0.971357882, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3186770,400506,6431,134613,112329,-,-,KNOP1,SRSF6,101F10.1|C16orf88|FAM191A|TSG118,B52|HEL-S-91|SFRS6|SRP55,Affinity Capture-MS,physical,Huttlin EL (2021),33961781,9606,9606,High Throughput,0.974676743,-,-,"BioPlex HCT HCT116 cells CompPASS score = 0.974676743, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).",-,BIOGRID
3511907,8352,400506,113948,134613,-,-,HIST1H3C,KNOP1,H3.1|H3/c|H3FC,101F10.1|C16orf88|FAM191A|TSG118,Proximity Label-MS,physical,Siddaway R (2022),36089195,9606,9606,High Throughput,-,-,-,BioID|FDR less than or equal to 1%,-,BIOGRID
544241,1104,8350,107529,113946,RP4-669K10.2,-,RCC1,HIST1H3A,CHC1|RCC1-I|SNHG3-RCC1,H3/A|H3FA,Reconstituted Complex,physical,England JR (2010),20347844,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
545538,5578,8350,111564,113946,-,-,PRKCA,HIST1H3A,AAG6|PKC-alpha|PKCA|PRKACA,H3/A|H3FA,Biochemical Activity,physical,Metzger E (2010),20228790,9606,9606,Low Throughput,-,Phosphorylation,-,-,-,BIOGRID
796036,8358,8353,113954,113949,-,RP1-34B20.8,HIST1H3B,HIST1H3E,H3/l|H3FL,H3.1|H3/d|H3FD,Affinity Capture-MS,physical,Foltz DR (2006),16622419,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID
2551272,8359,554313,113955,299853,-,-,HIST1H4A,HIST2H4B,H4FA,H4/o,Affinity Capture-MS,physical,Gilmore JM (2016),27248496,9606,9606,High Throughput,-,-,-,-,-,BIOGRID
2216863,548593,79008,139225,122479,-,-,SLX1A,SLX1B,GIYD1,GIYD2,Affinity Capture-MS,physical,Huttlin EL (2017),28514442,9606,9606,High Throughput,1.0,-,-,"BioPlex 2.0 HEK 293T cells CompPASS score = 1.0, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.",-,BIOGRID
3349350,808,805,107259,107256,-,-,CALM3,CALM2,HEL-S-72|PHKD|PHKD3,CAMII|PHKD|PHKD2,Affinity Capture-MS,physical,Cho NH (2022),35271311,9606,9606,High Throughput,-,-,-,Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins,-,BIOGRID
3349390,808,27043,107259,117973,-,-,CALM3,PELP1,HEL-S-72|PHKD|PHKD3,MNAR|P160,Affinity Capture-MS,physical,Cho NH (2022),35271311,9606,9606,High Throughput,-,-,-,Bait generated from library of CRISPR-edited human embryonic kidney (HEK) 293T cell lines harboring fluorescent tags on individual proteins,-,BIOGRID
3584384,805,808,107256,107259,-,-,CALM2,CALM3,CAMII|PHKD|PHKD2,HEL-S-72|PHKD|PHKD3,Negative Genetic,genetic,Ito T (2021),34857952,9606,9606,High Throughput,6.50523e-05,-,-,CRISPR GI screen|Cell Line:  PATU8988S_PANCREAS score (0.0368732253612743)|Cell Line:  PK1_PANCREAS score (0.000026907546703447)|Cell Line: A549_LUNG score (0.000065052302380019)|Cell Line: GI1_CENTRAL_NERVOUS_SYSTEM score (0.0408961003123878)|Cell Line: HSC5_SKIN score (0.0069166791692945)|Cell Line: IPC298_SKIN score (0.0016831373997568)|Cell Line: MEL202_UVEA score (0.0006778402486547)|Experimental Setup: Timecourse-Synthetic Lethality|GIST: A-phenotypic negative genetic interaction|Library: Digenic Paralog CRISPR library|Significance Threshold: GEMINI FDR < 0.05,-,BIOGRID
2745388,729233,122183,609637,125761,-,-,PRR20B,PRR20A,-,PRR20,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
2745391,729233,729246,609637,609649,-,-,PRR20B,PRR20D,-,-,Two-hybrid,physical,Luck K (2020),32296183,9606,9606,High Throughput,-,-,-,"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.",-,BIOGRID
